YALI1,YALI2
YALI1_B02696g,YALI2_B00621g
YALI1_B02717g,YALI2_B00030g
YALI1_B02733g,YALI2_B00031g
YALI1_B02767g,YALI2_B00620g
YALI1_B02781g,YALI2_B00032g
YALI1_B02806g,YALI2_B00619g
YALI1_B02833g,YALI2_B00033g
YALI1_B02874g,YALI2_B00618g
YALI1_B02881g,YALI2_B00034g
YALI1_B02910g,YALI2_B00616g
YALI1_B02931g,YALI2_B00035g
YALI1_B02991g,YALI2_B00615g
YALI1_B03021g,YALI2_B00036g
YALI1_B03041g,YALI2_B00614g
YALI1_B03043g,YALI2_B00037g
YALI1_B03085g,YALI2_B00613g
YALI1_B03120g,YALI2_B00038g
YALI1_B03168g,YALI2_B00039g
YALI1_B03198g,YALI2_B00040g
YALI1_B03225g,YALI2_B00612g
YALI1_B03314g,YALI2_B00611g
YALI1_B03335g,YALI2_B00041g
YALI1_B03404g,YALI2_B00610g
YALI1_B03644g,YALI2_B00609g
YALI1_B03719g,YALI2_B00608g
YALI1_B03761g,YALI2_B00607g
YALI1_B03797g,YALI2_B00042g
YALI1_B03807g,YALI2_B00043g
YALI1_B03832g,YALI2_B00044g
YALI1_B03853g,YALI2_B00045g
YALI1_B03910g,YALI2_B00606g
YALI1_B03963g,YALI2_B00605g
YALI1_B03979g,YALI2_B00046g
YALI1_B04007g,YALI2_B00047g
YALI1_B04032g,YALI2_B00048g
YALI1_B04068g,YALI2_B00049g
YALI1_B04123g,YALI2_B00604g
YALI1_B04138g,YALI2_B00050g
YALI1_B04200g,YALI2_B00603g
YALI1_B04212g,YALI2_B00051g
YALI1_B04228g,YALI2_B00052g
YALI1_B04248g,YALI2_B00053g
YALI1_B04274g,YALI2_B00054g
YALI1_B04309g,YALI2_B00602g
YALI1_B04321g,YALI2_B00055g
YALI1_B04370g,YALI2_B00601g
YALI1_B04391g,YALI2_B00600g
YALI1_B04433g,YALI2_B00056g
YALI1_B04466g,YALI2_B00599g
YALI1_B04470g,YALI2_B00057g
YALI1_B04497g,YALI2_B00598g
YALI1_B04502g,YALI2_B00058g
YALI1_B04523g,YALI2_B00597g
YALI1_B04540g,YALI2_B00596g
YALI1_B04559g,YALI2_B00059g
YALI1_B04589g,YALI2_B00060g
YALI1_B04637g,YALI2_B00595g
YALI1_B04690g,YALI2_B00061g
YALI1_B04747g,YALI2_B00594g
YALI1_B04759g,YALI2_B00062g
YALI1_B04779g,YALI2_B00593g
YALI1_B04781g,YALI2_B00063g
YALI1_B04803g,YALI2_B00064g
YALI1_B04831g,YALI2_B00065g
YALI1_B04853g,YALI2_B00592g
YALI1_B04873g,YALI2_B00066g
YALI1_B04901g,YALI2_B00591g
YALI1_B04937g,YALI2_B00590g
YALI1_B04950g,YALI2_B00067g
YALI1_B04974g,YALI2_B00068g
YALI1_B05005g,YALI2_B00589g
YALI1_B05024g,YALI2_B00069g
YALI1_B05043g,YALI2_B00070g
YALI1_B05072g,YALI2_B00588g
YALI1_B05106g,YALI2_B00071g
YALI1_B05185g,YALI2_B00587g
YALI1_B05226g,YALI2_B00586g
YALI1_B05242g,YALI2_B00072g
YALI1_B05295g,YALI2_B00073g
YALI1_B05313g,YALI2_B00585g
YALI1_B05350g,YALI2_B00584g
YALI1_B05364g,YALI2_B00074g
YALI1_B05404g,YALI2_B00583g
YALI1_B05420g,YALI2_B00075g
YALI1_B05438g,YALI2_B00582g
YALI1_B05454g,YALI2_B00076g
YALI1_B05483g,YALI2_B00581g
YALI1_B05497g,YALI2_B00077g
YALI1_B05520g,YALI2_B00580g
YALI1_B05522g,YALI2_B00078g
YALI1_B05571g,YALI2_B00579g
YALI1_B05609g,YALI2_B00079g
YALI1_B05646g,YALI2_B00080g
YALI1_B05690g,YALI2_B00081g
YALI1_B05711g,YALI2_B00082g
YALI1_B05762g,YALI2_B00578g
YALI1_B05798g,YALI2_B00083g
YALI1_B05832g,YALI2_B00084g
YALI1_B05891g,YALI2_B00085g
YALI1_B05947g,YALI2_B00577g
YALI1_B05964g,YALI2_B00576g
YALI1_B05971g,YALI2_B00086g
YALI1_B05995g,YALI2_B00087g
YALI1_B06015g,YALI2_B00575g
YALI1_B06028g,YALI2_B00088g
YALI1_B06110g,YALI2_B00574g
YALI1_B06245g,YALI2_B00572g
YALI1_B06315g,YALI2_B00571g
YALI1_B06340g,YALI2_B00090g
YALI1_B06447g,YALI2_B00570g
YALI1_B06487g,YALI2_B00569g
YALI1_B06489g,YALI2_B00091g
YALI1_B06607g,YALI2_B00568g
YALI1_B06704g,YALI2_B00092g
YALI1_B06726g,YALI2_B00093g
YALI1_B06735g,YALI2_B00567g
YALI1_B06745g,YALI2_B00094g
YALI1_B06776g,YALI2_B00566g
YALI1_B06809g,YALI2_B00565g
YALI1_B06839g,YALI2_B00095g
YALI1_B06847g,YALI2_C00217g
YALI1_B06866g,YALI2_C00218g
YALI1_B06928g,YALI2_C00219g
YALI1_B07043g,YALI2_C00220g
YALI1_B07076g,YALI2_C00972g
YALI1_B07094g,YALI2_C00221g
YALI1_B07134g,YALI2_C00971g
YALI1_B07162g,YALI2_C00222g
YALI1_B07271g,YALI2_C00970g
YALI1_B07284g,YALI2_C00969g
YALI1_B07295g,YALI2_C00223g
YALI1_B07331g,YALI2_C00224g
YALI1_B07366g,YALI2_C00968g
YALI1_B07374g,YALI2_C00225g
YALI1_B07399g,YALI2_C00967g
YALI1_B07413g,YALI2_C00226g
YALI1_B07444g,YALI2_C00966g
YALI1_B07500g,YALI2_C00965g
YALI1_B07538g,YALI2_C00964g
YALI1_B07549g,YALI2_C00227g
YALI1_B07578g,YALI2_C00963g
YALI1_B07598g,YALI2_C00228g
YALI1_B07652g,YALI2_C00229g
YALI1_B07675g,YALI2_C00962g
YALI1_B07696g,YALI2_C00230g
YALI1_B07735g,YALI2_C00961g
YALI1_B07769g,YALI2_C00232g
YALI1_B07786g,YALI2_C00960g
YALI1_B07809g,YALI2_C00959g
YALI1_B07843g,YALI2_C00958g
YALI1_B07852g,YALI2_C00957g
YALI1_B07853g,YALI2_C00233g
YALI1_B07864g,YALI2_C00234g
YALI1_B07915g,YALI2_C00956g
YALI1_B07937g,YALI2_C00235g
YALI1_B07957g,YALI2_C00236g
YALI1_B07983g,YALI2_C00237g
YALI1_B08094g,YALI2_C00955g
YALI1_B08123g,YALI2_C00954g
YALI1_B08134g,YALI2_C00953g
YALI1_B08156g,YALI2_C00238g
YALI1_B08186g,YALI2_C00239g
YALI1_B08193g,YALI2_C00240g
YALI1_B08214g,YALI2_C00241g
YALI1_B08263g,YALI2_C00952g
YALI1_B08321g,YALI2_C00242g
YALI1_B08401g,YALI2_C00243g
YALI1_B08438g,YALI2_C00951g
YALI1_B08461g,YALI2_C00950g
YALI1_B08493g,YALI2_C00244g
YALI1_B08531g,YALI2_C00949g
YALI1_B08540g,YALI2_C00245g
YALI1_B08580g,YALI2_C00948g
YALI1_B08616g,YALI2_C00947g
YALI1_B08627g,YALI2_C00246g
YALI1_B08650g,YALI2_C00247g
YALI1_B08699g,YALI2_C00946g
YALI1_B08721g,YALI2_C00945g
YALI1_B08758g,YALI2_C00944g
YALI1_B08783g,YALI2_C00248g
YALI1_B08801g,YALI2_C00249g
YALI1_B08817g,YALI2_C00250g
YALI1_B08851g,YALI2_C00943g
YALI1_B08885g,YALI2_C00942g
YALI1_B08898g,YALI2_C00251g
YALI1_B08975g,YALI2_C00941g
YALI1_B08978g,YALI2_C00252g
YALI1_B09002g,YALI2_C00253g
YALI1_B09025g,YALI2_C00940g
YALI1_B09044g,YALI2_C00254g
YALI1_B09072g,YALI2_C00939g
YALI1_B09090g,YALI2_C00255g
YALI1_B09117g,YALI2_C00256g
YALI1_B09132g,YALI2_C00257g
YALI1_B09161g,YALI2_C00258g
YALI1_B09211g,YALI2_C00259g
YALI1_B09258g,YALI2_C00937g
YALI1_B09266g,YALI2_C00260g
YALI1_B09279g,YALI2_C00936g
YALI1_B09299g,YALI2_C00261g
YALI1_B09310g,YALI2_C00262g
YALI1_B09333g,YALI2_C00935g
YALI1_B09367g,YALI2_C00934g
YALI1_B09448g,YALI2_C00933g
YALI1_B09497g,YALI2_C00263g
YALI1_B09568g,YALI2_C00932g
YALI1_B09592g,YALI2_C00264g
YALI1_B09708g,YALI2_C00931g
YALI1_B09807g,YALI2_C00930g
YALI1_B09837g,YALI2_C00265g
YALI1_B09894g,YALI2_C00266g
YALI1_B09993g,YALI2_C00929g
YALI1_B10032g,YALI2_C00268g
YALI1_B10094g,YALI2_C00269g
YALI1_B10130g,YALI2_C00270g
YALI1_B10145g,YALI2_C00271g
YALI1_B10182g,YALI2_C00928g
YALI1_B10231g,YALI2_C00272g
YALI1_B10263g,YALI2_C00927g
YALI1_B10288g,YALI2_C00274g
YALI1_B10359g,YALI2_C00275g
YALI1_B10424g,YALI2_C00277g
YALI1_B10437g,YALI2_C00278g
YALI1_B10449g,YALI2_C00279g
YALI1_B10525g,YALI2_C00925g
YALI1_B10552g,YALI2_C00924g
YALI1_B10582g,YALI2_C00923g
YALI1_B10607g,YALI2_C00922g
YALI1_B10635g,YALI2_C00280g
YALI1_B10813g,YALI2_C00921g
YALI1_B10891g,YALI2_C00281g
YALI1_B10990g,YALI2_C00919g
YALI1_B11083g,YALI2_C00282g
YALI1_B11131g,YALI2_C00283g
YALI1_B11167g,YALI2_C00918g
YALI1_B11183g,YALI2_C00284g
YALI1_B11200g,YALI2_C00285g
YALI1_B11388g,YALI2_C00917g
YALI1_B11398g,YALI2_C00916g
YALI1_B11402g,YALI2_C00286g
YALI1_B11448g,YALI2_C00914g
YALI1_B11484g,YALI2_C00913g
YALI1_B11495g,YALI2_C00287g
YALI1_B11519g,YALI2_C00912g
YALI1_B11532g,YALI2_C00288g
YALI1_B11607g,YALI2_C00289g
YALI1_B11648g,YALI2_C00290g
YALI1_B11681g,YALI2_C00911g
YALI1_B11715g,YALI2_C00910g
YALI1_B11759g,YALI2_C00909g
YALI1_B11794g,YALI2_C00291g
YALI1_B11853g,YALI2_C00907g
YALI1_B11878g,YALI2_C00292g
YALI1_B11916g,YALI2_C00906g
YALI1_B11934g,YALI2_C00293g
YALI1_B11960g,YALI2_C00905g
YALI1_B11983g,YALI2_C00294g
YALI1_B12010g,YALI2_C00295g
YALI1_B12042g,YALI2_C00904g
YALI1_B12057g,YALI2_C00296g
YALI1_B12101g,YALI2_C00297g
YALI1_B12154g,YALI2_C00298g
YALI1_B12195g,YALI2_C00903g
YALI1_B12204g,YALI2_C00299g
YALI1_B12243g,YALI2_C00902g
YALI1_B12267g,YALI2_C00901g
YALI1_B12295g,YALI2_C00900g
YALI1_B12337g,YALI2_C00899g
YALI1_B12375g,YALI2_C00898g
YALI1_B12409g,YALI2_C00300g
YALI1_B12427g,YALI2_C00301g
YALI1_B12443g,YALI2_C00897g
YALI1_B12451g,YALI2_C00302g
YALI1_B12489g,YALI2_C00303g
YALI1_B12529g,YALI2_C00304g
YALI1_B12633g,YALI2_C00305g
YALI1_B12677g,YALI2_C00896g
YALI1_B12691g,YALI2_C00306g
YALI1_B12714g,YALI2_C00307g
YALI1_B12742g,YALI2_C00895g
YALI1_B12781g,YALI2_C00894g
YALI1_B12847g,YALI2_C00893g
YALI1_B12917g,YALI2_C00309g
YALI1_B12966g,YALI2_C00892g
YALI1_B12993g,YALI2_C00310g
YALI1_B13041g,YALI2_C00891g
YALI1_B13069g,YALI2_C00311g
YALI1_B13112g,YALI2_C00890g
YALI1_B13122g,YALI2_C00889g
YALI1_B13137g,YALI2_C00888g
YALI1_B13150g,YALI2_C00312g
YALI1_B13179g,YALI2_C00887g
YALI1_B13259g,YALI2_C00313g
YALI1_B13290g,YALI2_C00314g
YALI1_B13328g,YALI2_C00886g
YALI1_B13355g,YALI2_C00315g
YALI1_B13439g,YALI2_C00316g
YALI1_B13483g,YALI2_C00317g
YALI1_B13536g,YALI2_C00318g
YALI1_B13556g,YALI2_C00319g
YALI1_B13586g,YALI2_C00320g
YALI1_B13614g,YALI2_C00321g
YALI1_B13641g,YALI2_C00322g
YALI1_B13662g,YALI2_C00323g
YALI1_B13699g,YALI2_C00885g
YALI1_B13723g,YALI2_C00324g
YALI1_B13737g,YALI2_C00325g
YALI1_B13800g,YALI2_C00884g
YALI1_B13828g,YALI2_C00326g
YALI1_B13886g,YALI2_C00883g
YALI1_B13888g,YALI2_C00327g
YALI1_B13915g,YALI2_C00882g
YALI1_B13917g,YALI2_C00328g
YALI1_B13948g,YALI2_C00881g
YALI1_B13973g,YALI2_C00329g
YALI1_B14013g,YALI2_C00880g
YALI1_B14044g,YALI2_C00330g
YALI1_B14064g,YALI2_C00331g
YALI1_B14121g,YALI2_C00332g
YALI1_B14147g,YALI2_C00879g
YALI1_B14150g,YALI2_C00333g
YALI1_B14187g,YALI2_C00878g
YALI1_B14194g,YALI2_C00334g
YALI1_B14236g,YALI2_C00877g
YALI1_B14238g,YALI2_C00335g
YALI1_B14268g,YALI2_C00876g
YALI1_B14292g,YALI2_C00875g
YALI1_B14325g,YALI2_C00336g
YALI1_B14355g,YALI2_C00337g
YALI1_B14382g,YALI2_C00874g
YALI1_B14418g,YALI2_C00873g
YALI1_B14441g,YALI2_C00872g
YALI1_B14492g,YALI2_C00871g
YALI1_B14517g,YALI2_C00870g
YALI1_B14544g,YALI2_C00338g
YALI1_B14573g,YALI2_C00339g
YALI1_B14600g,YALI2_C00340g
YALI1_B14615g,YALI2_C00341g
YALI1_B14645g,YALI2_C00869g
YALI1_B14658g,YALI2_C00342g
YALI1_B14680g,YALI2_C00868g
YALI1_B14686g,YALI2_C00343g
YALI1_B14733g,YALI2_C00867g
YALI1_B14752g,YALI2_C00344g
YALI1_B14793g,YALI2_C00866g
YALI1_B14804g,YALI2_C00345g
YALI1_B14826g,YALI2_C00346g
YALI1_B14844g,YALI2_C00347g
YALI1_B14882g,YALI2_C00865g
YALI1_B14924g,YALI2_C00348g
YALI1_B14948g,YALI2_C00349g
YALI1_B14959g,YALI2_C00864g
YALI1_B14978g,YALI2_C00350g
YALI1_B14993g,YALI2_C00351g
YALI1_B15015g,YALI2_C00863g
YALI1_B15072g,YALI2_C00862g
YALI1_B15092g,YALI2_C00861g
YALI1_B15109g,YALI2_C00352g
YALI1_B15151g,YALI2_C00860g
YALI1_B15180g,YALI2_C00859g
YALI1_B15192g,YALI2_C00353g
YALI1_B15237g,YALI2_C00354g
YALI1_B15275g,YALI2_C00355g
YALI1_B15307g,YALI2_C00858g
YALI1_B15310g,YALI2_C00356g
YALI1_B15346g,YALI2_C00357g
YALI1_B15380g,YALI2_C00358g
YALI1_B15440g,YALI2_C00857g
YALI1_B15475g,YALI2_C00856g
YALI1_B15482g,YALI2_C00359g
YALI1_B15509g,YALI2_C00855g
YALI1_B15521g,YALI2_C00360g
YALI1_B15560g,YALI2_C00854g
YALI1_B15587g,YALI2_C00853g
YALI1_B15592g,YALI2_C00361g
YALI1_B15624g,YALI2_C00852g
YALI1_B15655g,YALI2_C00851g
YALI1_B15670g,YALI2_C00362g
YALI1_B15692g,YALI2_C00363g
YALI1_B15706g,YALI2_C00364g
YALI1_B15733g,YALI2_C00850g
YALI1_B15742g,YALI2_C00365g
YALI1_B15792g,YALI2_C00849g
YALI1_B15852g,YALI2_C00848g
YALI1_B15887g,YALI2_C00847g
YALI1_B15905g,YALI2_C00846g
YALI1_B15928g,YALI2_C00845g
YALI1_B15943g,YALI2_C00366g
YALI1_B15964g,YALI2_C00844g
YALI1_B15988g,YALI2_C00843g
YALI1_B15996g,YALI2_C00367g
YALI1_B16022g,YALI2_C00368g
YALI1_B16068g,YALI2_C00369g
YALI1_B16087g,YALI2_C00842g
YALI1_B16110g,YALI2_C00370g
YALI1_B16158g,YALI2_C00841g
YALI1_B16194g,YALI2_C00840g
YALI1_B16239g,YALI2_C00839g
YALI1_B16277g,YALI2_C00371g
YALI1_B16309g,YALI2_C00838g
YALI1_B16318g,YALI2_C00372g
YALI1_B16375g,YALI2_C00837g
YALI1_B16410g,YALI2_C00836g
YALI1_B16419g,YALI2_C00373g
YALI1_B16446g,YALI2_C00374g
YALI1_B16477g,YALI2_C00375g
YALI1_B16504g,YALI2_C00376g
YALI1_B16544g,YALI2_C00835g
YALI1_B16584g,YALI2_C00377g
YALI1_B16645g,YALI2_C00378g
YALI1_B16687g,YALI2_C00834g
YALI1_B16735g,YALI2_C00379g
YALI1_B16808g,YALI2_C00833g
YALI1_B16863g,YALI2_C00380g
YALI1_B16922g,YALI2_C00381g
YALI1_B16944g,YALI2_C00382g
YALI1_B16968g,YALI2_C00383g
YALI1_B16996g,YALI2_C00832g
YALI1_B17008g,YALI2_C00384g
YALI1_B17039g,YALI2_C00831g
YALI1_B17050g,YALI2_C00385g
YALI1_B17105g,YALI2_C00830g
YALI1_B17112g,YALI2_C00386g
YALI1_B17132g,YALI2_C00829g
YALI1_B17155g,YALI2_C00387g
YALI1_B17261g,YALI2_C00828g
YALI1_B17363g,YALI2_C00827g
YALI1_B17406g,YALI2_C00826g
YALI1_B17441g,YALI2_C00825g
YALI1_B17493g,YALI2_C00824g
YALI1_B17518g,YALI2_C00388g
YALI1_B17569g,YALI2_C00823g
YALI1_B17592g,YALI2_C00389g
YALI1_B17660g,YALI2_C00822g
YALI1_B17695g,YALI2_C00390g
YALI1_B17724g,YALI2_C00391g
YALI1_B17773g,YALI2_C00821g
YALI1_B17805g,YALI2_C00392g
YALI1_B17838g,YALI2_C00393g
YALI1_B17871g,YALI2_C00820g
YALI1_B17908g,YALI2_C00819g
YALI1_B17927g,YALI2_C00394g
YALI1_B17964g,YALI2_C00818g
YALI1_B17968g,YALI2_C00395g
YALI1_B17990g,YALI2_C00817g
YALI1_B18012g,YALI2_C00396g
YALI1_B18069g,YALI2_C00816g
YALI1_B18134g,YALI2_C00815g
YALI1_B18190g,YALI2_C00397g
YALI1_B18205g,YALI2_C00814g
YALI1_B18207g,YALI2_C00398g
YALI1_B18236g,YALI2_C00399g
YALI1_B18260g,YALI2_C00813g
YALI1_B18265g,YALI2_C00400g
YALI1_B18292g,YALI2_C00812g
YALI1_B18311g,YALI2_C00401g
YALI1_B18347g,YALI2_C00402g
YALI1_B18368g,YALI2_C00403g
YALI1_B18384g,YALI2_C00811g
YALI1_B18451g,YALI2_C00810g
YALI1_B18460g,YALI2_C00404g
YALI1_B18472g,YALI2_C00809g
YALI1_B18499g,YALI2_C00808g
YALI1_B18536g,YALI2_C00405g
YALI1_B18572g,YALI2_C00406g
YALI1_B18607g,YALI2_C00807g
YALI1_B18613g,YALI2_C00407g
YALI1_B18631g,YALI2_C00806g
YALI1_B18645g,YALI2_C00408g
YALI1_B18687g,YALI2_C00805g
YALI1_B18707g,YALI2_C00804g
YALI1_B18727g,YALI2_C00803g
YALI1_B18741g,YALI2_C00409g
YALI1_B18764g,YALI2_C00410g
YALI1_B18798g,YALI2_C00802g
YALI1_B18811g,YALI2_C00801g
YALI1_B18845g,YALI2_C00800g
YALI1_B18887g,YALI2_C00799g
YALI1_B18902g,YALI2_C00798g
YALI1_B18930g,YALI2_C00411g
YALI1_B18955g,YALI2_C00412g
YALI1_B18971g,YALI2_C00797g
YALI1_B18975g,YALI2_C00413g
YALI1_B19021g,YALI2_C00796g
YALI1_B19044g,YALI2_C00795g
YALI1_B19079g,YALI2_C00794g
YALI1_B19107g,YALI2_C00793g
YALI1_B19120g,YALI2_C00414g
YALI1_B19153g,YALI2_C00792g
YALI1_B19205g,YALI2_C00791g
YALI1_B19217g,YALI2_C00415g
YALI1_B19276g,YALI2_C00790g
YALI1_B19290g,YALI2_C00789g
YALI1_B19323g,YALI2_C00788g
YALI1_B19336g,YALI2_C00787g
YALI1_B19348g,YALI2_C00416g
YALI1_B19388g,YALI2_C00786g
YALI1_B19390g,YALI2_C00418g
YALI1_B19429g,YALI2_C00785g
YALI1_B19485g,YALI2_C00784g
YALI1_B19490g,YALI2_C00419g
YALI1_B19507g,YALI2_C00420g
YALI1_B19520g,YALI2_C00421g
YALI1_B19567g,YALI2_C00783g
YALI1_B19576g,YALI2_C00422g
YALI1_B19602g,YALI2_C00423g
YALI1_B19668g,YALI2_C00424g
YALI1_B19713g,YALI2_C00425g
YALI1_B19747g,YALI2_C00782g
YALI1_B19774g,YALI2_C00781g
YALI1_B19844g,YALI2_C00780g
YALI1_B19880g,YALI2_C00426g
YALI1_B19897g,YALI2_C00427g
YALI1_B19932g,YALI2_C00779g
YALI1_B19962g,YALI2_C00428g
YALI1_B20009g,YALI2_C00429g
YALI1_B20043g,YALI2_C00778g
YALI1_B20052g,YALI2_C00430g
YALI1_B20094g,YALI2_C00777g
YALI1_B20108g,YALI2_C00431g
YALI1_B20130g,YALI2_C00776g
YALI1_B20153g,YALI2_C00432g
YALI1_B20188g,YALI2_C00775g
YALI1_B20192g,YALI2_C00433g
YALI1_B20205g,YALI2_C00434g
YALI1_B20242g,YALI2_C00774g
YALI1_B20243g,YALI2_C00435g
YALI1_B20276g,YALI2_C00773g
YALI1_B20289g,YALI2_C00436g
YALI1_B20319g,YALI2_C00772g
YALI1_B20337g,YALI2_C00771g
YALI1_B20378g,YALI2_C00437g
YALI1_B20407g,YALI2_C00438g
YALI1_B20416g,YALI2_C00439g
YALI1_B20462g,YALI2_C00440g
YALI1_B20493g,YALI2_C00770g
YALI1_B20521g,YALI2_C00769g
YALI1_B20527g,YALI2_C00441g
YALI1_B20577g,YALI2_C00768g
YALI1_B20589g,YALI2_C00442g
YALI1_B20634g,YALI2_C00443g
YALI1_B20717g,YALI2_C00444g
YALI1_B20730g,YALI2_C00445g
YALI1_B20777g,YALI2_C00446g
YALI1_B20802g,YALI2_C00447g
YALI1_B20834g,YALI2_C00767g
YALI1_B20835g,YALI2_C00448g
YALI1_B20870g,YALI2_C00766g
YALI1_B20887g,YALI2_C00449g
YALI1_B20919g,YALI2_C00765g
YALI1_B20935g,YALI2_C00450g
YALI1_B20968g,YALI2_C00764g
YALI1_B20992g,YALI2_C00763g
YALI1_B21004g,YALI2_C00451g
YALI1_B21030g,YALI2_C00762g
YALI1_B21042g,YALI2_C00761g
YALI1_B21070g,YALI2_C00760g
YALI1_B21088g,YALI2_C00452g
YALI1_B21114g,YALI2_C00453g
YALI1_B21134g,YALI2_C00454g
YALI1_B21155g,YALI2_C00759g
YALI1_B21194g,YALI2_C00758g
YALI1_B21208g,YALI2_C00455g
YALI1_B21250g,YALI2_C00757g
YALI1_B21275g,YALI2_C00756g
YALI1_B21313g,YALI2_C00755g
YALI1_B21323g,YALI2_C00456g
YALI1_B21356g,YALI2_C00754g
YALI1_B21381g,YALI2_C00753g
YALI1_B21423g,YALI2_C00752g
YALI1_B21432g,YALI2_C00457g
YALI1_B21466g,YALI2_C00751g
YALI1_B21493g,YALI2_C00458g
YALI1_B21538g,YALI2_C00459g
YALI1_B21562g,YALI2_C00460g
YALI1_B21594g,YALI2_C00461g
YALI1_B21618g,YALI2_C00750g
YALI1_B21628g,YALI2_C00462g
YALI1_B21675g,YALI2_C00463g
YALI1_B21714g,YALI2_C00464g
YALI1_B21737g,YALI2_C00465g
YALI1_B21774g,YALI2_C00749g
YALI1_B21787g,YALI2_C00748g
YALI1_B21798g,YALI2_C00466g
YALI1_B21816g,YALI2_C00747g
YALI1_B21819g,YALI2_C00467g
YALI1_B21855g,YALI2_C00468g
YALI1_B21885g,YALI2_C00469g
YALI1_B21935g,YALI2_C00470g
YALI1_B21946g,YALI2_C00746g
YALI1_B21966g,YALI2_C00471g
YALI1_B22015g,YALI2_C00745g
YALI1_B22020g,YALI2_C00472g
YALI1_B22055g,YALI2_C00744g
YALI1_B22060g,YALI2_C00473g
YALI1_B22088g,YALI2_C00474g
YALI1_B22109g,YALI2_C00475g
YALI1_B22158g,YALI2_C00476g
YALI1_B22259g,YALI2_C00743g
YALI1_B22266g,YALI2_C00477g
YALI1_B22276g,YALI2_C00478g
YALI1_B22321g,YALI2_C00742g
YALI1_B22351g,YALI2_C00479g
YALI1_B22372g,YALI2_C00741g
YALI1_B22375g,YALI2_C00480g
YALI1_B22410g,YALI2_C00740g
YALI1_B22414g,YALI2_C00481g
YALI1_B22452g,YALI2_C00739g
YALI1_B22499g,YALI2_C00738g
YALI1_B22512g,YALI2_C00482g
YALI1_B22533g,YALI2_C00483g
YALI1_B22549g,YALI2_C00484g
YALI1_B22561g,YALI2_C00737g
YALI1_B22598g,YALI2_C00736g
YALI1_B22614g,YALI2_C00485g
YALI1_B22638g,YALI2_C00735g
YALI1_B22645g,YALI2_C00486g
YALI1_B22667g,YALI2_C00734g
YALI1_B22677g,YALI2_C00487g
YALI1_B22697g,YALI2_C00488g
YALI1_B22721g,YALI2_C00733g
YALI1_B22747g,YALI2_C00489g
YALI1_B22793g,YALI2_C00732g
YALI1_B22820g,YALI2_C00731g
YALI1_B22853g,YALI2_C00730g
YALI1_B22883g,YALI2_C00490g
YALI1_B22905g,YALI2_C00729g
YALI1_B22908g,YALI2_C00491g
YALI1_B22938g,YALI2_C00492g
YALI1_B23017g,YALI2_C00493g
YALI1_B23055g,YALI2_C00728g
YALI1_B23061g,YALI2_C00494g
YALI1_B23077g,YALI2_C00495g
YALI1_B23153g,YALI2_C00727g
YALI1_B23176g,YALI2_C00496g
YALI1_B23201g,YALI2_C00726g
YALI1_B23237g,YALI2_C00725g
YALI1_B23300g,YALI2_C00724g
YALI1_B23338g,YALI2_C00723g
YALI1_B23351g,YALI2_C00497g
YALI1_B23373g,YALI2_C00722g
YALI1_B23385g,YALI2_C00721g
YALI1_B23420g,YALI2_C00498g
YALI1_B23440g,YALI2_C00720g
YALI1_B23467g,YALI2_C00499g
YALI1_B23522g,YALI2_C00500g
YALI1_B23579g,YALI2_C00719g
YALI1_B23609g,YALI2_C00718g
YALI1_B23622g,YALI2_C00501g
YALI1_B23708g,YALI2_C00502g
YALI1_B23771g,YALI2_C00503g
YALI1_B23794g,YALI2_C00717g
YALI1_B23798g,YALI2_C00504g
YALI1_B23834g,YALI2_C00716g
YALI1_B23866g,YALI2_C00505g
YALI1_B23879g,YALI2_C00715g
YALI1_B23933g,YALI2_C00714g
YALI1_B23939g,YALI2_C00506g
YALI1_B23966g,YALI2_C00713g
YALI1_B23981g,YALI2_C00507g
YALI1_B24018g,YALI2_C00712g
YALI1_B24043g,YALI2_C00711g
YALI1_B24051g,YALI2_C00508g
YALI1_B24129g,YALI2_C00509g
YALI1_B24185g,YALI2_C00510g
YALI1_B24214g,YALI2_C00710g
YALI1_B24218g,YALI2_C00511g
YALI1_B24252g,YALI2_C00709g
YALI1_B24264g,YALI2_C00512g
YALI1_B24280g,YALI2_C00708g
YALI1_B24292g,YALI2_C00513g
YALI1_B24335g,YALI2_C00707g
YALI1_B24351g,YALI2_C00706g
YALI1_B24424g,YALI2_C00705g
YALI1_B24471g,YALI2_C00704g
YALI1_B24502g,YALI2_C00514g
YALI1_B24564g,YALI2_C00703g
YALI1_B24606g,YALI2_C00515g
YALI1_B24638g,YALI2_C00702g
YALI1_B24654g,YALI2_C00516g
YALI1_B24672g,YALI2_C00517g
YALI1_B24758g,YALI2_C00701g
YALI1_B24836g,YALI2_C00518g
YALI1_B24901g,YALI2_C00519g
YALI1_B24936g,YALI2_C00700g
YALI1_B24970g,YALI2_C00520g
YALI1_B24997g,YALI2_C00699g
YALI1_B25017g,YALI2_C00521g
YALI1_B25062g,YALI2_C00698g
YALI1_B25087g,YALI2_C00697g
YALI1_B25107g,YALI2_C00696g
YALI1_B25136g,YALI2_C00695g
YALI1_B25187g,YALI2_C00522g
YALI1_B25223g,YALI2_C00694g
YALI1_B25258g,YALI2_C00693g
YALI1_B25313g,YALI2_C00692g
YALI1_B25360g,YALI2_C00523g
YALI1_B25395g,YALI2_C00524g
YALI1_B25427g,YALI2_C00525g
