YALI1,YALI2
YALI1_E34367g,YALI2_E00582g
YALI1_E34397g,YALI2_E01176g
YALI1_E34408g,YALI2_E00583g
YALI1_E34425g,YALI2_E01175g
YALI1_E34494g,YALI2_E00584g
YALI1_E34513g,YALI2_E01174g
YALI1_E34525g,YALI2_E00585g
YALI1_E34586g,YALI2_E00586g
YALI1_E34621g,YALI2_E01173g
YALI1_E34650g,YALI2_E00587g
YALI1_E34686g,YALI2_E01172g
YALI1_E34708g,YALI2_E01171g
YALI1_E34711g,YALI2_E00588g
YALI1_E34745g,YALI2_E01170g
YALI1_E34784g,YALI2_E01169g
YALI1_E34798g,YALI2_E00589g
YALI1_E34842g,YALI2_E00590g
YALI1_E34857g,YALI2_E01168g
YALI1_E34870g,YALI2_E00591g
YALI1_E34880g,YALI2_E01167g
YALI1_E34933g,YALI2_E01166g
YALI1_E34942g,YALI2_E00592g
YALI1_E34979g,YALI2_E01165g
YALI1_E35005g,YALI2_E01164g
YALI1_E35023g,YALI2_E01163g
YALI1_E35027g,YALI2_E00593g
YALI1_E35067g,YALI2_E01162g
YALI1_E35082g,YALI2_E00594g
YALI1_E35118g,YALI2_E00595g
YALI1_E35168g,YALI2_E01161g
YALI1_E35181g,YALI2_E00596g
YALI1_E35221g,YALI2_E00597g
YALI1_E35249g,YALI2_E00598g
YALI1_E35265g,YALI2_E00599g
YALI1_E35280g,YALI2_E01160g
YALI1_E35305g,YALI2_E00600g
YALI1_E35329g,YALI2_E00601g
YALI1_E35410g,YALI2_E01159g
YALI1_E35417g,YALI2_E00602g
YALI1_E35440g,YALI2_E00603g
YALI1_E35478g,YALI2_E01158g
YALI1_E35503g,YALI2_E01157g
YALI1_E35520g,YALI2_E00604g
YALI1_E35546g,YALI2_E01156g
YALI1_E35559g,YALI2_E01155g
YALI1_E35580g,YALI2_E00605g
YALI1_E35652g,YALI2_E00606g
YALI1_E35677g,YALI2_E01154g
YALI1_E35689g,YALI2_E01153g
YALI1_E35734g,YALI2_E01152g
YALI1_E35753g,YALI2_E01151g
YALI1_E35759g,YALI2_E00607g
YALI1_E35780g,YALI2_E01150g
YALI1_E35815g,YALI2_E01149g
YALI1_E35831g,YALI2_E01148g
YALI1_E35843g,YALI2_E00608g
YALI1_E35888g,YALI2_E00609g
YALI1_E35934g,YALI2_E01147g
YALI1_E35955g,YALI2_E01146g
YALI1_E35963g,YALI2_E01145g
YALI1_E35971g,YALI2_E00610g
YALI1_E35982g,YALI2_E01144g
YALI1_E35988g,YALI2_E00611g
YALI1_E36036g,YALI2_E01143g
YALI1_E36057g,YALI2_E01142g
YALI1_E36079g,YALI2_E01141g
YALI1_E36098g,YALI2_E01140g
YALI1_E36103g,YALI2_E00612g
YALI1_E36116g,YALI2_E01139g
YALI1_E36140g,YALI2_E00613g
YALI1_E36179g,YALI2_E01138g
YALI1_E36206g,YALI2_E01137g
YALI1_E36308g,YALI2_E01136g
YALI1_E36334g,YALI2_E00614g
YALI1_E36365g,YALI2_E00615g
YALI1_E36395g,YALI2_E01135g
YALI1_E36404g,YALI2_E01134g
YALI1_E36437g,YALI2_E00616g
YALI1_E36472g,YALI2_E01133g
YALI1_E36477g,YALI2_E00617g
YALI1_E36494g,YALI2_E00618g
YALI1_E36540g,YALI2_E01132g
YALI1_E36568g,YALI2_E00619g
YALI1_E36619g,YALI2_E01131g
YALI1_E36641g,YALI2_E00620g
YALI1_E36682g,YALI2_E01130g
YALI1_E36692g,YALI2_E01129g
YALI1_E36758g,YALI2_E01128g
YALI1_E36773g,YALI2_E00621g
YALI1_E36789g,YALI2_E01127g
YALI1_E36805g,YALI2_E01126g
YALI1_E36837g,YALI2_E01125g
YALI1_E36847g,YALI2_E00622g
YALI1_E36866g,YALI2_E01123g
YALI1_E36887g,YALI2_E01122g
YALI1_E36900g,YALI2_E00623g
YALI1_E36937g,YALI2_E00624g
YALI1_E36984g,YALI2_E00625g
YALI1_E37026g,YALI2_F00571g
YALI1_E37040g,YALI2_F00397g
YALI1_E37063g,YALI2_F00570g
YALI1_E37095g,YALI2_F00398g
YALI1_E37118g,YALI2_F00569g
YALI1_E37157g,YALI2_F00399g
YALI1_E37198g,YALI2_F00568g
YALI1_E37234g,YALI2_F00400g
YALI1_E37264g,YALI2_F00401g
YALI1_E37325g,YALI2_F00567g
YALI1_E37387g,YALI2_F00566g
YALI1_E37392g,YALI2_F00402g
YALI1_E37419g,YALI2_F00565g
YALI1_E37455g,YALI2_F00403g
YALI1_E37484g,YALI2_F00564g
YALI1_E37574g,YALI2_F00404g
YALI1_E37603g,YALI2_F00562g
YALI1_E37724g,YALI2_F00406g
YALI1_E37749g,YALI2_F00407g
YALI1_E37764g,YALI2_F00408g
YALI1_E37792g,YALI2_F00561g
YALI1_E37812g,YALI2_F00409g
YALI1_E37830g,YALI2_F00410g
YALI1_E37863g,YALI2_F00560g
YALI1_E37886g,YALI2_F00559g
YALI1_E37895g,YALI2_F00411g
YALI1_E37930g,YALI2_F00412g
YALI1_E37982g,YALI2_F00558g
YALI1_E38020g,YALI2_F00557g
YALI1_E38034g,YALI2_F00413g
YALI1_E38056g,YALI2_F00414g
YALI1_E38107g,YALI2_F00556g
YALI1_E38113g,YALI2_F00415g
YALI1_E38131g,YALI2_F00555g
YALI1_E38136g,YALI2_F00416g
YALI1_E38164g,YALI2_F00417g
YALI1_E38178g,YALI2_F00554g
YALI1_E38193g,YALI2_F00553g
YALI1_E38208g,YALI2_F00552g
YALI1_E38218g,YALI2_F00551g
YALI1_E38239g,YALI2_F00550g
YALI1_E38243g,YALI2_F00418g
YALI1_E38266g,YALI2_F00419g
YALI1_E38308g,YALI2_F00420g
YALI1_E38329g,YALI2_F00549g
YALI1_E38349g,YALI2_F00548g
YALI1_E38389g,YALI2_F00547g
YALI1_E38443g,YALI2_F00546g
YALI1_E38479g,YALI2_F00545g
YALI1_E38491g,YALI2_F00421g
YALI1_E38512g,YALI2_F00422g
YALI1_E38526g,YALI2_F00423g
YALI1_E38561g,YALI2_F00424g
YALI1_E38593g,YALI2_F00544g
YALI1_E38608g,YALI2_F00425g
YALI1_E38640g,YALI2_F00543g
YALI1_E38656g,YALI2_F00426g
YALI1_E38677g,YALI2_F00427g
YALI1_E38692g,YALI2_F00542g
YALI1_E38701g,YALI2_F00541g
YALI1_E38706g,YALI2_F00428g
YALI1_E38744g,YALI2_F00540g
YALI1_E38749g,YALI2_F00429g
YALI1_E38766g,YALI2_F00539g
YALI1_E38810g,YALI2_F00430g
YALI1_E38859g,YALI2_F00538g
YALI1_E38896g,YALI2_F00537g
YALI1_E38912g,YALI2_F00431g
YALI1_E39057g,YALI2_F00536g
YALI1_E39083g,YALI2_F00432g
YALI1_E39128g,YALI2_F00433g
YALI1_E39171g,YALI2_F00434g
YALI1_E39193g,YALI2_F00435g
YALI1_E39210g,YALI2_F00535g
YALI1_E39221g,YALI2_F00534g
YALI1_E39228g,YALI2_F00436g
YALI1_E39243g,YALI2_F00533g
YALI1_E39248g,YALI2_F00437g
YALI1_E39284g,YALI2_F00532g
YALI1_E39295g,YALI2_F00531g
YALI1_E39306g,YALI2_F00438g
YALI1_E39333g,YALI2_F00530g
YALI1_E39335g,YALI2_F00439g
YALI1_E39378g,YALI2_F00529g
YALI1_E39385g,YALI2_F00440g
YALI1_E39395g,YALI2_F00441g
YALI1_E39414g,YALI2_F00528g
YALI1_E39433g,YALI2_F00527g
YALI1_E39439g,YALI2_F00442g
YALI1_E39466g,YALI2_F00526g
YALI1_E39553g,YALI2_F00525g
YALI1_E39570g,YALI2_F00524g
YALI1_E39579g,YALI2_F00444g
YALI1_E39618g,YALI2_F00523g
YALI1_E39656g,YALI2_F00522g
YALI1_E39676g,YALI2_F00521g
YALI1_E39693g,YALI2_F00445g
YALI1_E39796g,YALI2_F00446g
YALI1_E39820g,YALI2_F00447g
YALI1_E39848g,YALI2_F00520g
YALI1_E39862g,YALI2_F00519g
YALI1_E39886g,YALI2_F00448g
YALI1_E39924g,YALI2_F00518g
YALI1_E39934g,YALI2_F00449g
YALI1_E39955g,YALI2_F00450g
YALI1_E39983g,YALI2_F00517g
YALI1_E40032g,YALI2_F00516g
YALI1_E40076g,YALI2_F00515g
YALI1_E40089g,YALI2_F00514g
YALI1_E40097g,YALI2_F00451g
YALI1_E40144g,YALI2_F00452g
YALI1_E40161g,YALI2_F00513g
YALI1_E40251g,YALI2_F00454g
YALI1_E40282g,YALI2_F00455g
YALI1_E40305g,YALI2_F00456g
YALI1_E40324g,YALI2_F00512g
YALI1_E40327g,YALI2_F00457g
YALI1_E40361g,YALI2_F00511g
YALI1_E40394g,YALI2_F00458g
YALI1_E40422g,YALI2_F00510g
YALI1_E40442g,YALI2_F00459g
YALI1_E40467g,YALI2_F00509g
YALI1_E40471g,YALI2_F00460g
YALI1_E40502g,YALI2_F00461g
YALI1_E40540g,YALI2_F00508g
YALI1_E40571g,YALI2_F00462g
YALI1_E40603g,YALI2_F00507g
YALI1_E40640g,YALI2_F00506g
YALI1_E40671g,YALI2_F00505g
YALI1_E40691g,YALI2_F00463g
YALI1_E40718g,YALI2_F00504g
YALI1_E40744g,YALI2_F00503g
YALI1_E40754g,YALI2_F00464g
YALI1_E40782g,YALI2_F00502g
YALI1_E40785g,YALI2_F00465g
YALI1_E40818g,YALI2_F00501g
YALI1_E40864g,YALI2_F00500g
YALI1_E40915g,YALI2_F00499g
YALI1_E40970g,YALI2_F00498g
YALI1_E40995g,YALI2_F00466g
YALI1_E41014g,YALI2_F00497g
YALI1_E41057g,YALI2_F00496g
YALI1_E41061g,YALI2_F00467g
YALI1_E41110g,YALI2_F00468g
YALI1_E41148g,YALI2_F00495g
YALI1_E41185g,YALI2_F00494g
YALI1_E41206g,YALI2_F00469g
YALI1_E41251g,YALI2_F00470g
YALI1_E41276g,YALI2_F00471g
YALI1_E41315g,YALI2_F00493g
YALI1_E41325g,YALI2_F00472g
YALI1_E41367g,YALI2_F00473g
YALI1_E41393g,YALI2_F00491g
YALI1_E41399g,YALI2_F00474g
YALI1_E41421g,YALI2_F00490g
YALI1_E41436g,YALI2_F00475g
YALI1_E41514g,YALI2_F00476g
YALI1_E41569g,YALI2_F00489g
YALI1_E41610g,YALI2_F00488g
YALI1_E41647g,YALI2_F00487g
YALI1_E41699g,YALI2_F00486g
YALI1_E41754g,YALI2_F00479g
YALI1_E41850g,YALI2_F00480g
YALI1_E41893g,YALI2_F00484g
YALI1_F00140g,YALI2_F01008g
YALI1_F00155g,YALI2_F01007g
YALI1_F00184g,YALI2_F01006g
YALI1_F00207g,YALI2_F01004g
YALI1_F00229g,YALI2_F00001g
YALI1_F00261g,YALI2_F00002g
YALI1_F00288g,YALI2_F00003g
YALI1_F00307g,YALI2_F00004g
YALI1_F00366g,YALI2_F01003g
YALI1_F00399g,YALI2_F01002g
YALI1_F00430g,YALI2_F01001g
YALI1_F00436g,YALI2_F00005g
YALI1_F00472g,YALI2_F01000g
YALI1_F00504g,YALI2_F00997g
YALI1_F00534g,YALI2_F00998g
YALI1_F00616g,YALI2_F00006g
YALI1_F00654g,YALI2_F00999g
YALI1_F00821g,YALI2_F00007g
YALI1_F00866g,YALI2_F00996g
YALI1_F00894g,YALI2_F00008g
YALI1_F00976g,YALI2_F00995g
YALI1_F00996g,YALI2_F00994g
YALI1_F01020g,YALI2_F00993g
YALI1_F01034g,YALI2_F00009g
YALI1_F01078g,YALI2_F00992g
YALI1_F01132g,YALI2_F00010g
YALI1_F01157g,YALI2_F00991g
YALI1_F01172g,YALI2_F00011g
YALI1_F01234g,YALI2_F00990g
YALI1_F01248g,YALI2_F00012g
YALI1_F01275g,YALI2_F00989g
YALI1_F01291g,YALI2_F00013g
YALI1_F01346g,YALI2_F00988g
YALI1_F01405g,YALI2_F00987g
YALI1_F01430g,YALI2_F00986g
YALI1_F01456g,YALI2_F00985g
YALI1_F01486g,YALI2_F00014g
YALI1_F01532g,YALI2_F00015g
YALI1_F01614g,YALI2_F00984g
YALI1_F01659g,YALI2_F00016g
YALI1_F01696g,YALI2_F00983g
YALI1_F01742g,YALI2_F00982g
YALI1_F01755g,YALI2_F00017g
YALI1_F01796g,YALI2_F00018g
YALI1_F01838g,YALI2_F00981g
YALI1_F01849g,YALI2_F00019g
YALI1_F01897g,YALI2_F00980g
YALI1_F01929g,YALI2_F00979g
YALI1_F01981g,YALI2_F00020g
YALI1_F02047g,YALI2_F00978g
YALI1_F02074g,YALI2_F00021g
YALI1_F02132g,YALI2_F00977g
YALI1_F02187g,YALI2_F00976g
YALI1_F02199g,YALI2_F00022g
YALI1_F02238g,YALI2_F00023g
YALI1_F02265g,YALI2_F00975g
YALI1_F02289g,YALI2_F00024g
YALI1_F02299g,YALI2_F00974g
YALI1_F02309g,YALI2_F00025g
YALI1_F02378g,YALI2_F00973g
YALI1_F02403g,YALI2_F00972g
YALI1_F02434g,YALI2_F00026g
YALI1_F02481g,YALI2_F00971g
YALI1_F02508g,YALI2_F00970g
YALI1_F02545g,YALI2_F00969g
YALI1_F02592g,YALI2_F00028g
YALI1_F02655g,YALI2_F00968g
YALI1_F02697g,YALI2_F00967g
YALI1_F02726g,YALI2_F00029g
YALI1_F02758g,YALI2_F00966g
YALI1_F02794g,YALI2_F00965g
YALI1_F02855g,YALI2_F00964g
YALI1_F02903g,YALI2_F00963g
YALI1_F02939g,YALI2_F00962g
YALI1_F02942g,YALI2_F00030g
YALI1_F02983g,YALI2_F00961g
YALI1_F03028g,YALI2_F00031g
YALI1_F03075g,YALI2_F00959g
YALI1_F03118g,YALI2_F00958g
YALI1_F03120g,YALI2_F00032g
YALI1_F03136g,YALI2_F00033g
YALI1_F03153g,YALI2_F00034g
YALI1_F03215g,YALI2_F00957g
YALI1_F03269g,YALI2_F00956g
YALI1_F03356g,YALI2_F00955g
YALI1_F03389g,YALI2_F00954g
YALI1_F03407g,YALI2_F00953g
YALI1_F03428g,YALI2_F00036g
YALI1_F03452g,YALI2_F00952g
YALI1_F03461g,YALI2_F00037g
YALI1_F03481g,YALI2_F00951g
YALI1_F03494g,YALI2_F00950g
YALI1_F03527g,YALI2_F00949g
YALI1_F03529g,YALI2_F00038g
YALI1_F03573g,YALI2_F00948g
YALI1_F03604g,YALI2_F00039g
YALI1_F03693g,YALI2_F00947g
YALI1_F03722g,YALI2_F00946g
YALI1_F03735g,YALI2_F00040g
YALI1_F03765g,YALI2_F00945g
YALI1_F03778g,YALI2_F00041g
YALI1_F03803g,YALI2_F00042g
YALI1_F03830g,YALI2_F00044g
YALI1_F03842g,YALI2_F00045g
YALI1_F03855g,YALI2_F00046g
YALI1_F03883g,YALI2_F00944g
YALI1_F03908g,YALI2_F00943g
YALI1_F03909g,YALI2_F00047g
YALI1_F03948g,YALI2_F00942g
YALI1_F03973g,YALI2_F00941g
YALI1_F03974g,YALI2_F00048g
YALI1_F03992g,YALI2_F00049g
YALI1_F04001g,YALI2_F00050g
YALI1_F04027g,YALI2_F00940g
YALI1_F04045g,YALI2_F00051g
YALI1_F04070g,YALI2_F00052g
YALI1_F04082g,YALI2_F00053g
YALI1_F04106g,YALI2_F00939g
YALI1_F04110g,YALI2_F00054g
YALI1_F04130g,YALI2_F00055g
YALI1_F04157g,YALI2_F00938g
YALI1_F04185g,YALI2_F00056g
YALI1_F04211g,YALI2_F00057g
YALI1_F04236g,YALI2_F00937g
YALI1_F04238g,YALI2_F00058g
YALI1_F04259g,YALI2_F00936g
YALI1_F04264g,YALI2_F00059g
YALI1_F04314g,YALI2_F00935g
YALI1_F04345g,YALI2_F00060g
YALI1_F04379g,YALI2_F00934g
YALI1_F04433g,YALI2_F00933g
YALI1_F04455g,YALI2_F00061g
YALI1_F04497g,YALI2_F00932g
YALI1_F04594g,YALI2_F00062g
YALI1_F04626g,YALI2_F00931g
YALI1_F04643g,YALI2_F00063g
YALI1_F04690g,YALI2_F00930g
YALI1_F04763g,YALI2_F00064g
YALI1_F04818g,YALI2_F00929g
YALI1_F04848g,YALI2_F00928g
YALI1_F04895g,YALI2_F00927g
YALI1_F04920g,YALI2_F00926g
YALI1_F04938g,YALI2_F00065g
YALI1_F04980g,YALI2_F00925g
YALI1_F05039g,YALI2_F00924g
YALI1_F05089g,YALI2_F00066g
YALI1_F05137g,YALI2_F00067g
YALI1_F05220g,YALI2_F00923g
YALI1_F05253g,YALI2_F00922g
YALI1_F05312g,YALI2_F00921g
YALI1_F05386g,YALI2_F00068g
YALI1_F05415g,YALI2_F00069g
YALI1_F05448g,YALI2_F00920g
YALI1_F05459g,YALI2_F00070g
YALI1_F05509g,YALI2_F00919g
YALI1_F05574g,YALI2_F00918g
YALI1_F05624g,YALI2_F00917g
YALI1_F05661g,YALI2_F00916g
YALI1_F05695g,YALI2_F00071g
YALI1_F05781g,YALI2_F00915g
YALI1_F05814g,YALI2_F00073g
YALI1_F05871g,YALI2_F00914g
YALI1_F05936g,YALI2_F00074g
YALI1_F05958g,YALI2_F00075g
YALI1_F05979g,YALI2_F00076g
YALI1_F06018g,YALI2_F00913g
YALI1_F06035g,YALI2_F00077g
YALI1_F06076g,YALI2_F00912g
YALI1_F06109g,YALI2_F00911g
YALI1_F06131g,YALI2_F00078g
YALI1_F06197g,YALI2_F00910g
YALI1_F06236g,YALI2_F00909g
YALI1_F06262g,YALI2_F00080g
YALI1_F06312g,YALI2_F00908g
YALI1_F06351g,YALI2_F00907g
YALI1_F06393g,YALI2_F00081g
YALI1_F06466g,YALI2_F00082g
YALI1_F06544g,YALI2_F00906g
YALI1_F06578g,YALI2_F00083g
YALI1_F06628g,YALI2_F00905g
YALI1_F06670g,YALI2_F00904g
YALI1_F06708g,YALI2_F00084g
YALI1_F06787g,YALI2_F00903g
YALI1_F06797g,YALI2_F00085g
YALI1_F06830g,YALI2_F00902g
YALI1_F06858g,YALI2_F00086g
YALI1_F06896g,YALI2_F00901g
YALI1_F06904g,YALI2_F00087g
YALI1_F06941g,YALI2_F00900g
YALI1_F06956g,YALI2_F00088g
YALI1_F06991g,YALI2_F00089g
YALI1_F07042g,YALI2_F00090g
YALI1_F07093g,YALI2_F00899g
YALI1_F07135g,YALI2_F00091g
YALI1_F07181g,YALI2_F00898g
YALI1_F07246g,YALI2_F00092g
YALI1_F07318g,YALI2_F00897g
YALI1_F07344g,YALI2_F00896g
YALI1_F07376g,YALI2_F00895g
YALI1_F07384g,YALI2_F00093g
YALI1_F07401g,YALI2_F00094g
YALI1_F07429g,YALI2_F00095g
YALI1_F07504g,YALI2_F00894g
YALI1_F07510g,YALI2_F00096g
YALI1_F07573g,YALI2_F00097g
YALI1_F07604g,YALI2_F00098g
YALI1_F07630g,YALI2_F00893g
YALI1_F07655g,YALI2_F00099g
YALI1_F07675g,YALI2_F00892g
YALI1_F07699g,YALI2_F00100g
YALI1_F07747g,YALI2_F00891g
YALI1_F07793g,YALI2_F00890g
YALI1_F07819g,YALI2_F00889g
YALI1_F07827g,YALI2_F00101g
YALI1_F07847g,YALI2_F00888g
YALI1_F07881g,YALI2_F00887g
YALI1_F07884g,YALI2_F00102g
YALI1_F07907g,YALI2_F00886g
YALI1_F07938g,YALI2_F00885g
YALI1_F07990g,YALI2_F00103g
YALI1_F08075g,YALI2_F00104g
YALI1_F08111g,YALI2_F00105g
YALI1_F08146g,YALI2_F00106g
YALI1_F08170g,YALI2_F00884g
YALI1_F08183g,YALI2_F00107g
YALI1_F08225g,YALI2_F00883g
YALI1_F08260g,YALI2_F00882g
YALI1_F08284g,YALI2_F00881g
YALI1_F08292g,YALI2_F00108g
YALI1_F08324g,YALI2_F00109g
YALI1_F08349g,YALI2_F00880g
YALI1_F08363g,YALI2_F00110g
YALI1_F08392g,YALI2_F00879g
YALI1_F08431g,YALI2_F00878g
YALI1_F08454g,YALI2_F00111g
YALI1_F08514g,YALI2_F00877g
YALI1_F08544g,YALI2_F00112g
YALI1_F08562g,YALI2_F00876g
YALI1_F08585g,YALI2_F00875g
YALI1_F08635g,YALI2_F00874g
YALI1_F08683g,YALI2_F00873g
YALI1_F08705g,YALI2_F00114g
YALI1_F08745g,YALI2_F00872g
YALI1_F08757g,YALI2_F00115g
YALI1_F08784g,YALI2_F00116g
YALI1_F08845g,YALI2_F00871g
YALI1_F08885g,YALI2_F00117g
YALI1_F08930g,YALI2_F00870g
YALI1_F08944g,YALI2_F00118g
YALI1_F09003g,YALI2_F00119g
YALI1_F09017g,YALI2_F00869g
YALI1_F09051g,YALI2_F00868g
YALI1_F09088g,YALI2_F00867g
YALI1_F09177g,YALI2_F00120g
YALI1_F09211g,YALI2_F00866g
YALI1_F09230g,YALI2_F00121g
YALI1_F09265g,YALI2_F00865g
YALI1_F09282g,YALI2_F00864g
YALI1_F09289g,YALI2_F00122g
YALI1_F09314g,YALI2_F00863g
YALI1_F09317g,YALI2_F00123g
YALI1_F09335g,YALI2_F00862g
YALI1_F09345g,YALI2_F00124g
YALI1_F09361g,YALI2_F00125g
YALI1_F09405g,YALI2_F00861g
YALI1_F09433g,YALI2_F00860g
YALI1_F09456g,YALI2_F00126g
YALI1_F09481g,YALI2_F00859g
YALI1_F09518g,YALI2_F00858g
YALI1_F09542g,YALI2_F00857g
YALI1_F09563g,YALI2_F00127g
YALI1_F09598g,YALI2_F00856g
YALI1_F09608g,YALI2_F00128g
YALI1_F09627g,YALI2_F00855g
YALI1_F09695g,YALI2_F00854g
YALI1_F09720g,YALI2_F00853g
YALI1_F09747g,YALI2_F00129g
YALI1_F09788g,YALI2_F00852g
YALI1_F09802g,YALI2_F00851g
YALI1_F09803g,YALI2_F00130g
YALI1_F09833g,YALI2_F00850g
YALI1_F09846g,YALI2_F00849g
YALI1_F09856g,YALI2_F00131g
YALI1_F09896g,YALI2_F00133g
YALI1_F09932g,YALI2_F00134g
YALI1_F09965g,YALI2_F00135g
YALI1_F09996g,YALI2_F00136g
YALI1_F10110g,YALI2_F00848g
YALI1_F10115g,YALI2_F00847g
YALI1_F10122g,YALI2_F00137g
YALI1_F10150g,YALI2_F00138g
YALI1_F10184g,YALI2_F00846g
YALI1_F10193g,YALI2_F00139g
YALI1_F10224g,YALI2_F00140g
YALI1_F10253g,YALI2_F00141g
YALI1_F10296g,YALI2_F00142g
YALI1_F10342g,YALI2_F00845g
YALI1_F10385g,YALI2_F00143g
YALI1_F10486g,YALI2_F00844g
YALI1_F10530g,YALI2_F00843g
YALI1_F10552g,YALI2_F00842g
YALI1_F10585g,YALI2_F00144g
YALI1_F10616g,YALI2_F00841g
YALI1_F10633g,YALI2_F00840g
YALI1_F10652g,YALI2_F00839g
YALI1_F10671g,YALI2_F00145g
YALI1_F10688g,YALI2_F00146g
YALI1_F10713g,YALI2_F00838g
YALI1_F10731g,YALI2_F00147g
YALI1_F10760g,YALI2_F00148g
YALI1_F10774g,YALI2_F00837g
YALI1_F10786g,YALI2_F00149g
YALI1_F10839g,YALI2_F00836g
YALI1_F10866g,YALI2_F00835g
YALI1_F10900g,YALI2_F00150g
YALI1_F10928g,YALI2_F00834g
YALI1_F10938g,YALI2_F00151g
YALI1_F10971g,YALI2_F00833g
YALI1_F10977g,YALI2_F00152g
YALI1_F10990g,YALI2_F00153g
YALI1_F11020g,YALI2_F00154g
YALI1_F11049g,YALI2_F00832g
YALI1_F11080g,YALI2_F00831g
YALI1_F11093g,YALI2_F00830g
YALI1_F11141g,YALI2_F00155g
YALI1_F11186g,YALI2_F00829g
YALI1_F11199g,YALI2_F00828g
YALI1_F11224g,YALI2_F00827g
YALI1_F11243g,YALI2_F00826g
YALI1_F11261g,YALI2_F00156g
YALI1_F11277g,YALI2_F00157g
YALI1_F11292g,YALI2_F00158g
YALI1_F11308g,YALI2_F00825g
YALI1_F11313g,YALI2_F00159g
YALI1_F11330g,YALI2_F00824g
YALI1_F11363g,YALI2_F00823g
YALI1_F11396g,YALI2_F00822g
YALI1_F11417g,YALI2_F00160g
YALI1_F11449g,YALI2_F00821g
YALI1_F11481g,YALI2_F00820g
YALI1_F11493g,YALI2_F00161g
YALI1_F11553g,YALI2_F00819g
YALI1_F11583g,YALI2_F00818g
YALI1_F11605g,YALI2_F00162g
YALI1_F11635g,YALI2_F00817g
YALI1_F11658g,YALI2_F00816g
YALI1_F11689g,YALI2_F00815g
YALI1_F11729g,YALI2_F00163g
YALI1_F11781g,YALI2_F00814g
YALI1_F11787g,YALI2_F00164g
YALI1_F11827g,YALI2_F00165g
YALI1_F11871g,YALI2_F00166g
YALI1_F11878g,YALI2_F00812g
YALI1_F11905g,YALI2_F00811g
YALI1_F11907g,YALI2_F00167g
YALI1_F11930g,YALI2_F00168g
YALI1_F11956g,YALI2_F00169g
YALI1_F12013g,YALI2_F00810g
YALI1_F12033g,YALI2_F00171g
YALI1_F12080g,YALI2_F00809g
YALI1_F12089g,YALI2_F00172g
YALI1_F12138g,YALI2_F00173g
YALI1_F12176g,YALI2_F00808g
YALI1_F12254g,YALI2_F00807g
YALI1_F12312g,YALI2_F00806g
YALI1_F12330g,YALI2_F00175g
YALI1_F12365g,YALI2_F00805g
YALI1_F12422g,YALI2_F00804g
YALI1_F12434g,YALI2_F00176g
YALI1_F12478g,YALI2_F00803g
YALI1_F12504g,YALI2_F00802g
YALI1_F12535g,YALI2_F00801g
YALI1_F12562g,YALI2_F00800g
YALI1_F12578g,YALI2_F00177g
YALI1_F12616g,YALI2_F00799g
YALI1_F12635g,YALI2_F00798g
YALI1_F12649g,YALI2_F00797g
YALI1_F12666g,YALI2_F00796g
YALI1_F12757g,YALI2_F00178g
YALI1_F12810g,YALI2_F00179g
YALI1_F12842g,YALI2_F00794g
YALI1_F12874g,YALI2_F00180g
YALI1_F12895g,YALI2_F00181g
YALI1_F12917g,YALI2_F00182g
YALI1_F12946g,YALI2_F00793g
YALI1_F12951g,YALI2_F00183g
YALI1_F12969g,YALI2_F00184g
YALI1_F12983g,YALI2_F00185g
YALI1_F13001g,YALI2_F00186g
YALI1_F13017g,YALI2_F00792g
YALI1_F13023g,YALI2_F00187g
YALI1_F13039g,YALI2_F00791g
YALI1_F13046g,YALI2_F00188g
YALI1_F13072g,YALI2_F00790g
YALI1_F13079g,YALI2_F00189g
YALI1_F13088g,YALI2_F00190g
YALI1_F13097g,YALI2_F00191g
YALI1_F13134g,YALI2_F00192g
YALI1_F13170g,YALI2_F00789g
YALI1_F13202g,YALI2_F00788g
YALI1_F13211g,YALI2_F00787g
YALI1_F13220g,YALI2_F00193g
YALI1_F13268g,YALI2_F00194g
YALI1_F13339g,YALI2_F00786g
YALI1_F13366g,YALI2_F00785g
YALI1_F13373g,YALI2_F00195g
YALI1_F13384g,YALI2_F00784g
YALI1_F13395g,YALI2_F00196g
YALI1_F13446g,YALI2_F00783g
YALI1_F13452g,YALI2_F00197g
YALI1_F13476g,YALI2_F00782g
YALI1_F13505g,YALI2_F00781g
YALI1_F13526g,YALI2_F00198g
YALI1_F13550g,YALI2_F00199g
YALI1_F13579g,YALI2_F00200g
YALI1_F13597g,YALI2_F00780g
YALI1_F13602g,YALI2_F00201g
YALI1_F13644g,YALI2_F00779g
YALI1_F13691g,YALI2_F00778g
YALI1_F13719g,YALI2_F00202g
YALI1_F13793g,YALI2_F00203g
YALI1_F13875g,YALI2_F00777g
YALI1_F13908g,YALI2_F00204g
YALI1_F13953g,YALI2_F00776g
YALI1_F14009g,YALI2_F00775g
YALI1_F14024g,YALI2_F00205g
YALI1_F14072g,YALI2_F00206g
YALI1_F14107g,YALI2_F00774g
YALI1_F14136g,YALI2_F00773g
YALI1_F14168g,YALI2_F00772g
YALI1_F14175g,YALI2_F00207g
YALI1_F14201g,YALI2_F00771g
YALI1_F14213g,YALI2_F00208g
YALI1_F14239g,YALI2_F00209g
YALI1_F14290g,YALI2_F00210g
YALI1_F14303g,YALI2_F00211g
YALI1_F14342g,YALI2_F00770g
